Year,Month,Day,Hour,Po,P,U,Ff,Td,T
2015,5,20,5,753.3,753.9,88.0,2.0,25.0,27.2
2015,5,20,8,748.6,754.6,85.0,3.0,25.2,28.0
2015,5,20,11,754.8,755.4,91.0,5.0,22.2,23.8
2015,5,20,14,748.8,754.9,93.0,3.0,21.7,22.9
2015,5,20,17,753.4,754.0,92.0,2.0,22.3,23.7
2015,5,20,20,748.9,755.0,93.0,1.0,22.3,23.5
2015,5,20,23,755.3,755.9,92.0,1.0,22.4,23.7
2015,5,21,2,749.1,755.3,92.0,1.0,22.5,23.8
2015,5,21,5,754.4,755.0,92.0,1.0,22.4,23.7
2015,5,21,8,750.1,756.4,92.0,1.0,22.9,24.2
2015,5,21,11,756.1,756.7,90.0,1.0,23.6,25.4
2015,5,21,14,749.2,755.4,92.0,1.0,23.1,24.5
2015,5,21,17,754.6,755.2,92.0,1.0,22.5,23.8
2015,5,21,20,750.4,756.6,92.0,2.0,21.3,22.7
2015,5,21,23,757.0,757.6,93.0,2.0,20.9,22.1
2015,5,22,2,750.8,757.0,93.0,2.0,20.9,22.1
2015,5,22,5,755.8,756.4,93.0,2.0,20.6,21.8
2015,5,22,8,751.0,757.3,92.0,3.0,20.6,22.0
2015,5,22,11,756.8,757.4,88.0,2.0,20.7,22.8
2015,5,22,14,750.0,756.2,87.0,3.0,20.8,23.1
2015,5,22,17,754.6,755.2,92.0,2.0,21.3,22.7
2015,5,22,20,749.7,755.9,92.0,2.0,21.3,22.7
2015,5,22,23,755.3,755.9,92.0,1.0,21.3,22.7
2015,5,23,2,748.6,754.8,93.0,3.0,21.5,22.7
2015,5,23,5,753.9,754.5,92.0,1.0,21.5,22.9
2015,5,23,8,748.8,755.0,93.0,2.0,22.1,23.3
